"No.","Time","Source","Destination","Protocol","Length","Info"
"1392","184.590988","40.91.78.9","10.12.19.101","TCP","54","443  >  49752 [FIN, ACK] Seq=5504 Ack=2047 Win=62208 Len=0"
"1393","184.591345","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [ACK] Seq=2047 Ack=5505 Win=261120 Len=0"
"1394","187.765424","204.79.197.200","10.12.19.101","TCP","54","443  >  49753 [FIN, ACK] Seq=6507 Ack=644 Win=58880 Len=0"
"1395","187.765946","10.12.19.101","204.79.197.200","TCP","54","49753  >  443 [ACK] Seq=644 Ack=6508 Win=260608 Len=0"
"1396","194.932280","10.12.19.101","82.118.22.23","TCP","66","49766  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1397","195.126236","82.118.22.23","10.12.19.101","TCP","66","443  >  49766 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1398","195.126671","10.12.19.101","82.118.22.23","TCP","54","49766  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1399","195.127617","10.12.19.101","82.118.22.23","TLSv1.2","213","Client Hello"
"1400","195.161451","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1 Ack=160 Win=56832 Len=0"
"1401","195.323413","82.118.22.23","10.12.19.101","TLSv1.2","1326","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1402","195.323888","10.12.19.101","82.118.22.23","TCP","54","49766  >  443 [ACK] Seq=160 Ack=1273 Win=260864 Len=0"
"1403","195.355900","10.12.19.101","8.253.197.120","TCP","66","49767  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1404","195.399219","8.253.197.120","10.12.19.101","TCP","66","80  >  49767 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1405","195.399803","10.12.19.101","8.253.197.120","TCP","54","49767  >  80 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1406","195.400304","10.12.19.101","8.253.197.120","HTTP","334","GET /msdownload/update/v3/static/trustedr/en/authrootstl.cab?6e18b5a3db38cdd9 HTTP/1.1 "
"1407","195.431339","8.253.197.120","10.12.19.101","TCP","54","80  >  49767 [ACK] Seq=1 Ack=281 Win=56832 Len=0"
"1408","195.447051","8.253.197.120","10.12.19.101","HTTP","389","HTTP/1.1 304 Not Modified "
"1409","195.477605","10.12.19.101","82.118.22.23","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1410","195.489904","10.12.19.101","8.253.197.120","TCP","54","49767  >  80 [ACK] Seq=281 Ack=336 Win=261888 Len=0"
"1411","195.505420","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1273 Ack=253 Win=56832 Len=0"
"1412","195.662405","82.118.22.23","10.12.19.101","TLSv1.2","296","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1413","195.662732","10.12.19.101","82.118.22.23","TCP","54","49766  >  443 [ACK] Seq=253 Ack=1515 Win=262144 Len=0"
"1414","195.663386","10.12.19.101","82.118.22.23","TLSv1.2","685","Application Data"
"1415","195.663474","10.12.19.101","82.118.22.23","TCP","1442","49766  >  443 [ACK] Seq=884 Ack=1515 Win=262144 Len=1388 [TCP segment of a reassembled PDU]"
"1416","195.663487","10.12.19.101","82.118.22.23","TCP","1442","49766  >  443 [ACK] Seq=2272 Ack=1515 Win=262144 Len=1388 [TCP segment of a reassembled PDU]"
"1417","195.663495","10.12.19.101","82.118.22.23","TCP","1442","49766  >  443 [ACK] Seq=3660 Ack=1515 Win=262144 Len=1388 [TCP segment of a reassembled PDU]"
"1418","195.663504","10.12.19.101","82.118.22.23","TCP","1442","49766  >  443 [ACK] Seq=5048 Ack=1515 Win=262144 Len=1388 [TCP segment of a reassembled PDU]"
"1419","195.663511","10.12.19.101","82.118.22.23","TCP","1442","49766  >  443 [ACK] Seq=6436 Ack=1515 Win=262144 Len=1388 [TCP segment of a reassembled PDU]"
"1420","195.663518","10.12.19.101","82.118.22.23","TCP","1442","49766  >  443 [ACK] Seq=7824 Ack=1515 Win=262144 Len=1388 [TCP segment of a reassembled PDU]"
"1421","195.663526","10.12.19.101","82.118.22.23","TLSv1.2","1301","Application Data"
"1422","195.695700","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1515 Ack=884 Win=57856 Len=0"
"1423","195.697162","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1515 Ack=2272 Win=60672 Len=0"
"1424","195.697174","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1515 Ack=3660 Win=63488 Len=0"
"1425","195.697179","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1515 Ack=5048 Win=66304 Len=0"
"1426","195.697183","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1515 Ack=6436 Win=69120 Len=0"
"1427","195.697187","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1515 Ack=7824 Win=71936 Len=0"
"1428","195.697191","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1515 Ack=9212 Win=74752 Len=0"
"1429","195.697195","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [ACK] Seq=1515 Ack=10459 Win=77312 Len=0"
"1430","196.469590","82.118.22.23","10.12.19.101","TLSv1.2","244","Application Data"
"1431","196.470078","10.12.19.101","82.118.22.23","TCP","54","49766  >  443 [ACK] Seq=10459 Ack=1705 Win=261888 Len=0"
"1432","206.406511","10.12.19.101","10.12.19.255","BROWSER","243","Host Announcement DESKTOP-USER1PC, Workstation, Server, NT Workstation"
"1433","225.317788","10.12.19.101","138.91.136.108","TCP","54","49751  >  443 [FIN, ACK] Seq=7092 Ack=6735 Win=261632 Len=0"
"1434","225.395585","138.91.136.108","10.12.19.101","TCP","54","443  >  49751 [ACK] Seq=6735 Ack=7093 Win=73472 Len=0"
"1435","225.416640","138.91.136.108","10.12.19.101","TCP","54","443  >  49751 [FIN, ACK] Seq=6735 Ack=7093 Win=73472 Len=0"
"1436","225.416803","10.12.19.101","138.91.136.108","TCP","54","49751  >  443 [ACK] Seq=7093 Ack=6736 Win=261632 Len=0"
"1437","228.287920","10.12.19.101","204.79.197.200","TCP","54","49753  >  443 [FIN, ACK] Seq=644 Ack=6508 Win=260608 Len=0"
"1438","228.288417","10.12.19.101","40.91.78.9","TCP","54","49752  >  443 [FIN, ACK] Seq=2047 Ack=5505 Win=261120 Len=0"
"1439","228.325799","204.79.197.200","10.12.19.101","TCP","54","443  >  49753 [ACK] Seq=6508 Ack=645 Win=58880 Len=0"
"1440","228.325989","40.91.78.9","10.12.19.101","TCP","54","443  >  49752 [ACK] Seq=5505 Ack=2048 Win=62208 Len=0"
"1441","261.493843","82.118.22.23","10.12.19.101","TLSv1.2","85","Encrypted Alert"
"1442","261.493852","82.118.22.23","10.12.19.101","TCP","54","443  >  49766 [FIN, ACK] Seq=1736 Ack=10459 Win=77312 Len=0"
"1443","261.494054","10.12.19.101","82.118.22.23","TCP","54","49766  >  443 [ACK] Seq=10459 Ack=1737 Win=261888 Len=0"
"1444","305.348302","10.12.19.101","8.253.197.120","TCP","54","49767  >  80 [FIN, ACK] Seq=281 Ack=336 Win=261888 Len=0"
"1445","305.397209","8.253.197.120","10.12.19.101","TCP","54","80  >  49767 [FIN, ACK] Seq=336 Ack=282 Win=56832 Len=0"
"1446","305.397434","10.12.19.101","8.253.197.120","TCP","54","49767  >  80 [ACK] Seq=282 Ack=337 Win=261888 Len=0"
"1447","338.286023","10.12.19.101","82.118.22.23","TCP","54","49766  >  443 [FIN, ACK] Seq=10459 Ack=1737 Win=261888 Len=0"
"1448","338.286140","10.12.19.101","82.118.22.23","TCP","54","49766  >  443 [RST, ACK] Seq=10460 Ack=1737 Win=0 Len=0"
"1449","390.569789","10.12.19.101","10.12.19.1","DNS","86","Standard query 0x42ee A fe2cr.update.microsoft.com"
"1450","390.653697","10.12.19.1","10.12.19.101","DNS","153","Standard query response 0x42ee A fe2cr.update.microsoft.com CNAME fe2cr.update.microsoft.com.akadns.net A 52.142.21.140"
"1451","390.654862","10.12.19.101","52.142.21.140","TCP","66","49768  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1452","390.721933","52.142.21.140","10.12.19.101","TCP","66","443  >  49768 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1453","390.722182","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1454","390.722768","10.12.19.101","52.142.21.140","TLSv1.2","265","Client Hello"
"1455","390.754703","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=1 Ack=212 Win=56832 Len=0"
"1456","390.801230","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=1 Ack=212 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1457","390.801437","52.142.21.140","10.12.19.101","TLSv1.2","1031","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1458","390.802838","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=212 Ack=2366 Win=262144 Len=0"
"1459","390.809422","10.12.19.101","52.142.21.140","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1460","390.847999","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=2366 Ack=370 Win=57856 Len=0"
"1461","390.893052","52.142.21.140","10.12.19.101","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1462","390.894063","10.12.19.101","52.142.21.140","TLSv1.2","141","Application Data"
"1463","390.894121","10.12.19.101","52.142.21.140","TLSv1.2","338","Application Data"
"1464","390.894206","10.12.19.101","52.142.21.140","TLSv1.2","630","Application Data"
"1465","390.920542","52.142.21.140","10.12.19.101","TLSv1.2","123","Application Data"
"1466","390.921011","10.12.19.101","52.142.21.140","TLSv1.2","92","Application Data"
"1467","390.926776","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=2486 Ack=1317 Win=59904 Len=0"
"1468","390.961027","52.142.21.140","10.12.19.101","TLSv1.2","92","Application Data"
"1469","391.004348","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=1355 Ack=2524 Win=262144 Len=0"
"1470","391.008083","10.12.19.101","10.12.19.1","DNS","89","Standard query 0x99aa A v10.events.data.microsoft.com"
"1471","391.035910","52.142.21.140","10.12.19.101","TLSv1.2","601","Application Data, Application Data"
"1472","391.055439","10.12.19.1","10.12.19.101","DNS","207","Standard query response 0x99aa A v10.events.data.microsoft.com CNAME global.asimov.events.data.trafficmanager.net CNAME skypedataprdcolweu00.cloudapp.net A 52.114.75.149"
"1473","391.056215","10.12.19.101","52.114.75.149","TCP","66","49769  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1474","391.081413","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=1355 Ack=3071 Win=261376 Len=0"
"1475","391.099900","10.12.19.101","52.142.21.140","TLSv1.2","195","Application Data"
"1476","391.100006","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=1496 Ack=3071 Win=261376 Len=1388 [TCP segment of a reassembled PDU]"
"1477","391.100024","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=2884 Ack=3071 Win=261376 Len=1388 [TCP segment of a reassembled PDU]"
"1478","391.100030","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=4272 Ack=3071 Win=261376 Len=1388 [TCP segment of a reassembled PDU]"
"1479","391.100036","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=5660 Ack=3071 Win=261376 Len=1388 [TCP segment of a reassembled PDU]"
"1480","391.100040","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=7048 Ack=3071 Win=261376 Len=1388 [TCP segment of a reassembled PDU]"
"1481","391.100044","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=8436 Ack=3071 Win=261376 Len=1388 [TCP segment of a reassembled PDU]"
"1482","391.100049","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=9824 Ack=3071 Win=261376 Len=1388 [TCP segment of a reassembled PDU]"
"1483","391.100054","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=11212 Ack=3071 Win=261376 Len=1388 [TCP segment of a reassembled PDU]"
"1484","391.100059","10.12.19.101","52.142.21.140","TLSv1.2","872","Application Data"
"1485","391.142122","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=3071 Ack=2884 Win=64000 Len=0"
"1486","391.147198","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=3071 Ack=5660 Win=69376 Len=0"
"1487","391.147216","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=3071 Ack=8436 Win=75008 Len=0"
"1488","391.148927","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=3071 Ack=11212 Win=80640 Len=0"
"1489","391.148946","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=3071 Ack=13418 Win=86272 Len=0"
"1490","391.192927","52.142.21.140","10.12.19.101","TLSv1.2","109","Application Data"
"1491","391.210060","52.142.21.140","10.12.19.101","TLSv1.2","1442","Application Data, Application Data, Application Data, Application Data, Application Data"
"1492","391.210275","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=4514 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1493","391.210603","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=13418 Ack=4514 Win=262144 Len=0"
"1494","391.210640","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=5902 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1495","391.210658","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=7290 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1496","391.210838","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=8678 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1497","391.211142","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=10066 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1498","391.211158","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=11454 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1499","391.211496","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=12842 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1500","391.211513","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=14230 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1501","391.211678","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=15618 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1502","391.211968","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=13418 Ack=15618 Win=262144 Len=0"
"1503","391.212082","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=17006 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1504","391.212269","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=18394 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1505","391.213177","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=13418 Ack=19782 Win=262144 Len=0"
"1506","391.213952","52.114.75.149","10.12.19.101","TCP","66","443  >  49769 [SYN, ACK] Seq=0 Ack=1 Win=55520 Len=0 MSS=1388 SACK_PERM=1 WS=256"
"1507","391.214414","10.12.19.101","52.114.75.149","TCP","54","49769  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"1508","391.215006","10.12.19.101","52.114.75.149","TLSv1.2","268","Client Hello"
"1509","391.231046","52.142.21.140","10.12.19.101","TLSv1.2","135","Application Data, Application Data"
"1510","391.231604","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=13418 Ack=19863 Win=262144 Len=0"
"1511","391.240820","52.114.75.149","10.12.19.101","TCP","54","443  >  49769 [ACK] Seq=1 Ack=215 Win=56832 Len=0"
"1512","391.252184","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=19863 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1513","391.252542","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=21251 Ack=13418 Win=86272 Len=1388 [TCP segment of a reassembled PDU]"
"1514","391.253541","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=13418 Ack=22639 Win=262144 Len=0"
"1515","391.264913","52.142.21.140","10.12.19.101","TLSv1.2","346","Application Data, Application Data"
"1516","391.316725","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=13418 Ack=22931 Win=261888 Len=0"
"1517","391.323287","10.12.19.101","52.142.21.140","TLSv1.2","132","Application Data"
"1518","391.323450","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=13496 Ack=22931 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1519","391.323466","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=14884 Ack=22931 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1520","391.323471","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=16272 Ack=22931 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1521","391.323476","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=17660 Ack=22931 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1522","391.323480","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=19048 Ack=22931 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1523","391.323485","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=20436 Ack=22931 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1524","391.323489","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=21824 Ack=22931 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1525","391.323493","10.12.19.101","52.142.21.140","TCP","1442","49768  >  443 [ACK] Seq=23212 Ack=22931 Win=261888 Len=1388 [TCP segment of a reassembled PDU]"
"1526","391.323497","10.12.19.101","52.142.21.140","TLSv1.2","1174","Application Data"
"1527","391.353857","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=22931 Ack=14884 Win=88832 Len=0"
"1528","391.354003","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=22931 Ack=17660 Win=94464 Len=0"
"1529","391.354012","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=22931 Ack=20436 Win=100096 Len=0"
"1530","391.366845","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=22931 Ack=23212 Win=105472 Len=0"
"1531","391.366934","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=22931 Ack=25720 Win=111104 Len=0"
"1532","391.391071","52.114.75.149","10.12.19.101","TCP","1442","443  >  49769 [ACK] Seq=1 Ack=215 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1533","391.391442","52.114.75.149","10.12.19.101","TCP","1442","443  >  49769 [ACK] Seq=1389 Ack=215 Win=56832 Len=1388 [TCP segment of a reassembled PDU]"
"1534","391.391548","52.114.75.149","10.12.19.101","TLSv1.2","1344","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"1535","391.392545","10.12.19.101","52.114.75.149","TCP","54","49769  >  443 [ACK] Seq=215 Ack=4067 Win=262144 Len=0"
"1536","391.395099","10.12.19.101","52.114.75.149","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1537","391.403738","52.142.21.140","10.12.19.101","TLSv1.2","109","Application Data"
"1538","391.426759","52.114.75.149","10.12.19.101","TCP","54","443  >  49769 [ACK] Seq=4067 Ack=373 Win=57856 Len=0"
"1539","391.457348","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=25720 Ack=22986 Win=261888 Len=0"
"1540","391.487963","52.142.21.140","10.12.19.101","TLSv1.2","1077","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1541","391.536084","10.12.19.101","52.142.21.140","TCP","54","49768  >  443 [ACK] Seq=25720 Ack=24009 Win=260864 Len=0"
"1542","391.577105","10.12.19.101","52.142.21.140","TLSv1.2","201","Application Data"
"1543","391.577198","10.12.19.101","52.142.21.140","TLSv1.2","1195","Application Data"
"1544","391.616084","52.142.21.140","10.12.19.101","TCP","54","443  >  49768 [ACK] Seq=24009 Ack=27008 Win=116736 Len=0"
"1545","391.654044","52.114.75.149","10.12.19.101","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1546","391.657631","10.12.19.101","52.114.75.149","TLSv1.2","1022","Application Data"
"1547","391.657712","10.12.19.101","52.114.75.149","TLSv1.2","1064","Application Data"
"1548","391.659154","52.142.21.140","10.12.19.101","TLSv1.2","96","Application Data"
"1549","391.661006","52.142.21.140","10.12.19.101","TCP","1442","443  >  49768 [ACK] Seq=24051 Ack=27008 Win=116736 Len=1388 [TCP segment of a reassembled PDU]"
